COSMIN ID,COSMIN URL,PROQOLID ID,PROQOLID URL 
79,https://database.cosmin.nl/catalog/instrument/79,331849,https://eprovide.mapi-trust.org/instruments/st-george-s-respiratory-questionnaire-for-idiopathic-pulmonary-fibrosis
80,https://database.cosmin.nl/catalog/instrument/80,,
81,https://database.cosmin.nl/catalog/instrument/81,,
82,https://database.cosmin.nl/catalog/instrument/82,,
84,https://database.cosmin.nl/catalog/instrument/84,,
85,https://database.cosmin.nl/catalog/instrument/85,433199,https://eprovide.mapi-trust.org/instruments/facial-image-scale
86,https://database.cosmin.nl/catalog/instrument/86,,
87,https://database.cosmin.nl/catalog/instrument/87,,
90,https://database.cosmin.nl/catalog/instrument/90,,
91,https://database.cosmin.nl/catalog/instrument/91,,
92,https://database.cosmin.nl/catalog/instrument/92,,
93,https://database.cosmin.nl/catalog/instrument/93,,
94,https://database.cosmin.nl/catalog/instrument/94,25112,https://eprovide.mapi-trust.org/instruments/fatigue-symptom-inventory
95,https://database.cosmin.nl/catalog/instrument/95,,
96,https://database.cosmin.nl/catalog/instrument/96,357457,https://eprovide.mapi-trust.org/instruments/health-assessment-questionnaire-ii
97,https://database.cosmin.nl/catalog/instrument/97,330635,https://eprovide.mapi-trust.org/instruments/hip-outcome-score
98,https://database.cosmin.nl/catalog/instrument/98,429213,https://eprovide.mapi-trust.org/instruments/hip-rating-questionnaire
99,https://database.cosmin.nl/catalog/instrument/99,25140,https://eprovide.mapi-trust.org/instruments/health-utilities-index
101,https://database.cosmin.nl/catalog/instrument/101,,
102,https://database.cosmin.nl/catalog/instrument/102,25174,https://eprovide.mapi-trust.org/instruments/london-handicap-scale
103,https://database.cosmin.nl/catalog/instrument/103,,
105,https://database.cosmin.nl/catalog/instrument/105,330635,https://eprovide.mapi-trust.org/instruments/hip-outcome-score
106,https://database.cosmin.nl/catalog/instrument/106,25685,https://eprovide.mapi-trust.org/instruments/oxford-knee-score
107,https://database.cosmin.nl/catalog/instrument/107,,
108,https://database.cosmin.nl/catalog/instrument/108,25275,https://eprovide.mapi-trust.org/instruments/quality-of-well-being-scale
110,https://database.cosmin.nl/catalog/instrument/110,354347,https://eprovide.mapi-trust.org/instruments/veterans-rand-12-item-health-survey-c
111,https://database.cosmin.nl/catalog/instrument/111,,
112,https://database.cosmin.nl/catalog/instrument/112,61321,https://eprovide.mapi-trust.org/instruments/short-musculoskeletal-function-assessment
113,https://database.cosmin.nl/catalog/instrument/113,25309,https://eprovide.mapi-trust.org/instruments/sickness-impact-profile
118,https://database.cosmin.nl/catalog/instrument/118,382069,https://eprovide.mapi-trust.org/instruments/spinal-cord-independence-measure-i
119,https://database.cosmin.nl/catalog/instrument/119,432569,https://eprovide.mapi-trust.org/instruments/assessment-of-quality-of-life-4d
120,https://database.cosmin.nl/catalog/instrument/120,,
121,https://database.cosmin.nl/catalog/instrument/121,,
122,https://database.cosmin.nl/catalog/instrument/122,,
123,https://database.cosmin.nl/catalog/instrument/123,,
124,https://database.cosmin.nl/catalog/instrument/124,25828,https://eprovide.mapi-trust.org/instruments/glasgow-outcome-scale
125,https://database.cosmin.nl/catalog/instrument/125,87874,https://eprovide.mapi-trust.org/instruments/extended-glasgow-outcome-scale
126,https://database.cosmin.nl/catalog/instrument/126,432849,https://eprovide.mapi-trust.org/instruments/copy-of-template-tilly-stott15
127,https://database.cosmin.nl/catalog/instrument/127,61322,https://eprovide.mapi-trust.org/instruments/musculoskeletal-function-assessment
128,https://database.cosmin.nl/catalog/instrument/128,,
132,https://database.cosmin.nl/catalog/instrument/132,,
133,https://database.cosmin.nl/catalog/instrument/133,,
134,https://database.cosmin.nl/catalog/instrument/134,,
135,https://database.cosmin.nl/catalog/instrument/135,,
137,https://database.cosmin.nl/catalog/instrument/137,,
138,https://database.cosmin.nl/catalog/instrument/138,,
139,https://database.cosmin.nl/catalog/instrument/139,,
141,https://database.cosmin.nl/catalog/instrument/141,25514,https://eprovide.mapi-trust.org/instruments/brief-sexual-function-questionnaire
142,https://database.cosmin.nl/catalog/instrument/142,,
144,https://database.cosmin.nl/catalog/instrument/144,,
145,https://database.cosmin.nl/catalog/instrument/145,,
146,https://database.cosmin.nl/catalog/instrument/146,432672,https://eprovide.mapi-trust.org/instruments/golombok-rust-inventory-of-sexual-satisfaction
147,https://database.cosmin.nl/catalog/instrument/147,,
148,https://database.cosmin.nl/catalog/instrument/148,,
149,https://database.cosmin.nl/catalog/instrument/149,,
150,https://database.cosmin.nl/catalog/instrument/150,,
151,https://database.cosmin.nl/catalog/instrument/151,,
152,https://database.cosmin.nl/catalog/instrument/152,,
153,https://database.cosmin.nl/catalog/instrument/153,25150,https://eprovide.mapi-trust.org/instruments/international-index-of-erectile-function
156,https://database.cosmin.nl/catalog/instrument/156,,
157,https://database.cosmin.nl/catalog/instrument/157,,
158,https://database.cosmin.nl/catalog/instrument/158,,
160,https://database.cosmin.nl/catalog/instrument/160,,
161,https://database.cosmin.nl/catalog/instrument/161,,
162,https://database.cosmin.nl/catalog/instrument/162,,
163,https://database.cosmin.nl/catalog/instrument/163,,
164,https://database.cosmin.nl/catalog/instrument/164,,
165,https://database.cosmin.nl/catalog/instrument/165,,
166,https://database.cosmin.nl/catalog/instrument/166,,
167,https://database.cosmin.nl/catalog/instrument/167,,
168,https://database.cosmin.nl/catalog/instrument/168,,
169,https://database.cosmin.nl/catalog/instrument/169,,
170,https://database.cosmin.nl/catalog/instrument/170,,
171,https://database.cosmin.nl/catalog/instrument/171,,
172,https://database.cosmin.nl/catalog/instrument/172,,
173,https://database.cosmin.nl/catalog/instrument/173,,
175,https://database.cosmin.nl/catalog/instrument/175,,
176,https://database.cosmin.nl/catalog/instrument/176,,
177,https://database.cosmin.nl/catalog/instrument/177,,
178,https://database.cosmin.nl/catalog/instrument/178,,
179,https://database.cosmin.nl/catalog/instrument/179,,
180,https://database.cosmin.nl/catalog/instrument/180,429206,https://eprovide.mapi-trust.org/instruments/shoulder-disability-questionnaire
181,https://database.cosmin.nl/catalog/instrument/181,,
182,https://database.cosmin.nl/catalog/instrument/182,,
183,https://database.cosmin.nl/catalog/instrument/183,,
185,https://database.cosmin.nl/catalog/instrument/185,,
187,https://database.cosmin.nl/catalog/instrument/187,,
188,https://database.cosmin.nl/catalog/instrument/188,,
189,https://database.cosmin.nl/catalog/instrument/189,,
190,https://database.cosmin.nl/catalog/instrument/190,25813,https://eprovide.mapi-trust.org/instruments/psoriasis-area-and-severity-index
191,https://database.cosmin.nl/catalog/instrument/191,53730,https://eprovide.mapi-trust.org/instruments/self-administered-psoriasis-area-and-severity-index
192,https://database.cosmin.nl/catalog/instrument/192,,
194,https://database.cosmin.nl/catalog/instrument/194,,
195,https://database.cosmin.nl/catalog/instrument/195,,
196,https://database.cosmin.nl/catalog/instrument/196,,
197,https://database.cosmin.nl/catalog/instrument/197,,
198,https://database.cosmin.nl/catalog/instrument/198,,
199,https://database.cosmin.nl/catalog/instrument/199,,
201,https://database.cosmin.nl/catalog/instrument/201,,
202,https://database.cosmin.nl/catalog/instrument/202,,
205,https://database.cosmin.nl/catalog/instrument/205,,
206,https://database.cosmin.nl/catalog/instrument/206,,
207,https://database.cosmin.nl/catalog/instrument/207,,
208,https://database.cosmin.nl/catalog/instrument/208,,
209,https://database.cosmin.nl/catalog/instrument/209,,
211,https://database.cosmin.nl/catalog/instrument/211,429061,https://eprovide.mapi-trust.org/instruments/birmingham-bowel-and-urinary-symptoms-questionnaire
212,https://database.cosmin.nl/catalog/instrument/212,25143,https://eprovide.mapi-trust.org/instruments/inflammatory-bowel-disease-questionnaire
213,https://database.cosmin.nl/catalog/instrument/213,,
214,https://database.cosmin.nl/catalog/instrument/214,,
215,https://database.cosmin.nl/catalog/instrument/215,,
217,https://database.cosmin.nl/catalog/instrument/217,,
218,https://database.cosmin.nl/catalog/instrument/218,25104,https://eprovide.mapi-trust.org/instruments/fecal-incontinence-quality-of-life-scale
219,https://database.cosmin.nl/catalog/instrument/219,433187,https://eprovide.mapi-trust.org/instruments/comprehensive-fecal-incontinence-questionnaire
220,https://database.cosmin.nl/catalog/instrument/220,,
221,https://database.cosmin.nl/catalog/instrument/221,,
222,https://database.cosmin.nl/catalog/instrument/222,,
224,https://database.cosmin.nl/catalog/instrument/224,,
225,https://database.cosmin.nl/catalog/instrument/225,,
226,https://database.cosmin.nl/catalog/instrument/226,,
227,https://database.cosmin.nl/catalog/instrument/227,,
228,https://database.cosmin.nl/catalog/instrument/228,25167,https://eprovide.mapi-trust.org/instruments/king-s-health-questionnaire
229,https://database.cosmin.nl/catalog/instrument/229,,
231,https://database.cosmin.nl/catalog/instrument/231,330855,https://eprovide.mapi-trust.org/instruments/pelvic-floor-distress-inventory-46
232,https://database.cosmin.nl/catalog/instrument/232,,
233,https://database.cosmin.nl/catalog/instrument/233,,
234,https://database.cosmin.nl/catalog/instrument/234,,
236,https://database.cosmin.nl/catalog/instrument/236,,
239,https://database.cosmin.nl/catalog/instrument/239,,
240,https://database.cosmin.nl/catalog/instrument/240,,
241,https://database.cosmin.nl/catalog/instrument/241,,
242,https://database.cosmin.nl/catalog/instrument/242,,
243,https://database.cosmin.nl/catalog/instrument/243,368203,https://eprovide.mapi-trust.org/instruments/action-research-arm-test
244,https://database.cosmin.nl/catalog/instrument/244,429224,https://eprovide.mapi-trust.org/instruments/targeted-box-and-blocks-test
245,https://database.cosmin.nl/catalog/instrument/245,,
246,https://database.cosmin.nl/catalog/instrument/246,,
247,https://database.cosmin.nl/catalog/instrument/247,,
248,https://database.cosmin.nl/catalog/instrument/248,,
250,https://database.cosmin.nl/catalog/instrument/250,,
251,https://database.cosmin.nl/catalog/instrument/251,,
252,https://database.cosmin.nl/catalog/instrument/252,,
254,https://database.cosmin.nl/catalog/instrument/254,,
255,https://database.cosmin.nl/catalog/instrument/255,,
256,https://database.cosmin.nl/catalog/instrument/256,,
259,https://database.cosmin.nl/catalog/instrument/259,,
261,https://database.cosmin.nl/catalog/instrument/261,429518,https://eprovide.mapi-trust.org/instruments/stroke-rehabilitation-assessment-of-movement
263,https://database.cosmin.nl/catalog/instrument/263,,
265,https://database.cosmin.nl/catalog/instrument/265,25078,https://eprovide.mapi-trust.org/instruments/dermatology-life-quality-index
266,https://database.cosmin.nl/catalog/instrument/266,,
267,https://database.cosmin.nl/catalog/instrument/267,,
268,https://database.cosmin.nl/catalog/instrument/268,433033,https://eprovide.mapi-trust.org/instruments/template2
269,https://database.cosmin.nl/catalog/instrument/269,276068,https://eprovide.mapi-trust.org/instruments/hair-specific-skindex-29
270,https://database.cosmin.nl/catalog/instrument/270,147208,https://eprovide.mapi-trust.org/instruments/rating-of-perceived-exertion-scale
271,https://database.cosmin.nl/catalog/instrument/271,,
272,https://database.cosmin.nl/catalog/instrument/272,,
273,https://database.cosmin.nl/catalog/instrument/273,,
274,https://database.cosmin.nl/catalog/instrument/274,,
275,https://database.cosmin.nl/catalog/instrument/275,,
276,https://database.cosmin.nl/catalog/instrument/276,,
277,https://database.cosmin.nl/catalog/instrument/277,,
278,https://database.cosmin.nl/catalog/instrument/278,,
279,https://database.cosmin.nl/catalog/instrument/279,,
280,https://database.cosmin.nl/catalog/instrument/280,,
281,https://database.cosmin.nl/catalog/instrument/281,433227,https://eprovide.mapi-trust.org/instruments/prehospital-index
282,https://database.cosmin.nl/catalog/instrument/282,,
283,https://database.cosmin.nl/catalog/instrument/283,,
284,https://database.cosmin.nl/catalog/instrument/284,,
285,https://database.cosmin.nl/catalog/instrument/285,,
286,https://database.cosmin.nl/catalog/instrument/286,,
287,https://database.cosmin.nl/catalog/instrument/287,,
288,https://database.cosmin.nl/catalog/instrument/288,,
289,https://database.cosmin.nl/catalog/instrument/289,,
290,https://database.cosmin.nl/catalog/instrument/290,,
291,https://database.cosmin.nl/catalog/instrument/291,,
292,https://database.cosmin.nl/catalog/instrument/292,,
293,https://database.cosmin.nl/catalog/instrument/293,,
294,https://database.cosmin.nl/catalog/instrument/294,,
295,https://database.cosmin.nl/catalog/instrument/295,,
297,https://database.cosmin.nl/catalog/instrument/297,354955,https://eprovide.mapi-trust.org/instruments/functional-index-questionnaire
298,https://database.cosmin.nl/catalog/instrument/298,,
299,https://database.cosmin.nl/catalog/instrument/299,,
300,https://database.cosmin.nl/catalog/instrument/300,,
301,https://database.cosmin.nl/catalog/instrument/301,,
302,https://database.cosmin.nl/catalog/instrument/302,,
303,https://database.cosmin.nl/catalog/instrument/303,28901,https://eprovide.mapi-trust.org/instruments/weiss-functional-impairment-rating-scale-parent-report
304,https://database.cosmin.nl/catalog/instrument/304,,
305,https://database.cosmin.nl/catalog/instrument/305,,
306,https://database.cosmin.nl/catalog/instrument/306,,
307,https://database.cosmin.nl/catalog/instrument/307,,
308,https://database.cosmin.nl/catalog/instrument/308,55554,https://eprovide.mapi-trust.org/instruments/nine-hole-peg-test
310,https://database.cosmin.nl/catalog/instrument/310,,
312,https://database.cosmin.nl/catalog/instrument/312,,
313,https://database.cosmin.nl/catalog/instrument/313,,
314,https://database.cosmin.nl/catalog/instrument/314,,
315,https://database.cosmin.nl/catalog/instrument/315,,
316,https://database.cosmin.nl/catalog/instrument/316,,
317,https://database.cosmin.nl/catalog/instrument/317,,
318,https://database.cosmin.nl/catalog/instrument/318,,
319,https://database.cosmin.nl/catalog/instrument/319,,
320,https://database.cosmin.nl/catalog/instrument/320,,
321,https://database.cosmin.nl/catalog/instrument/321,25473,https://eprovide.mapi-trust.org/instruments/digestive-health-status-instrument
322,https://database.cosmin.nl/catalog/instrument/322,25939,https://eprovide.mapi-trust.org/instruments/functional-bowel-disorder-severity-index
323,https://database.cosmin.nl/catalog/instrument/323,25289,https://eprovide.mapi-trust.org/instruments/quality-of-life-questionnaire-for-functional-digestive-disorders
325,https://database.cosmin.nl/catalog/instrument/325,,
328,https://database.cosmin.nl/catalog/instrument/328,25942,https://eprovide.mapi-trust.org/instruments/irritable-bowel-syndrome-severity-scoring-system
329,https://database.cosmin.nl/catalog/instrument/329,143582,https://eprovide.mapi-trust.org/instruments/irritable-bowel-syndrome-quality-of-life-questionnaire
330,https://database.cosmin.nl/catalog/instrument/330,,
331,https://database.cosmin.nl/catalog/instrument/331,,
332,https://database.cosmin.nl/catalog/instrument/332,,
333,https://database.cosmin.nl/catalog/instrument/333,,
334,https://database.cosmin.nl/catalog/instrument/334,,
335,https://database.cosmin.nl/catalog/instrument/335,,
337,https://database.cosmin.nl/catalog/instrument/337,,
338,https://database.cosmin.nl/catalog/instrument/338,,
339,https://database.cosmin.nl/catalog/instrument/339,419284,https://eprovide.mapi-trust.org/instruments/respiratory-distress-assessment-index
340,https://database.cosmin.nl/catalog/instrument/340,,
341,https://database.cosmin.nl/catalog/instrument/341,,
342,https://database.cosmin.nl/catalog/instrument/342,,
344,https://database.cosmin.nl/catalog/instrument/344,,
345,https://database.cosmin.nl/catalog/instrument/345,,
346,https://database.cosmin.nl/catalog/instrument/346,,
347,https://database.cosmin.nl/catalog/instrument/347,,
348,https://database.cosmin.nl/catalog/instrument/348,,
349,https://database.cosmin.nl/catalog/instrument/349,,
351,https://database.cosmin.nl/catalog/instrument/351,,
352,https://database.cosmin.nl/catalog/instrument/352,50170,https://eprovide.mapi-trust.org/instruments/manual-muscle-testing
353,https://database.cosmin.nl/catalog/instrument/353,,
354,https://database.cosmin.nl/catalog/instrument/354,,
355,https://database.cosmin.nl/catalog/instrument/355,,
357,https://database.cosmin.nl/catalog/instrument/357,,
358,https://database.cosmin.nl/catalog/instrument/358,,
359,https://database.cosmin.nl/catalog/instrument/359,,
360,https://database.cosmin.nl/catalog/instrument/360,,
361,https://database.cosmin.nl/catalog/instrument/361,,
362,https://database.cosmin.nl/catalog/instrument/362,,
363,https://database.cosmin.nl/catalog/instrument/363,,
364,https://database.cosmin.nl/catalog/instrument/364,25001,https://eprovide.mapi-trust.org/instruments/aids-health-assessment-questionnaire
365,https://database.cosmin.nl/catalog/instrument/365,,
366,https://database.cosmin.nl/catalog/instrument/366,,
367,https://database.cosmin.nl/catalog/instrument/367,25363,https://eprovide.mapi-trust.org/instruments/medical-outcome-study-hiv-health-survey
369,https://database.cosmin.nl/catalog/instrument/369,,
370,https://database.cosmin.nl/catalog/instrument/370,403125,https://eprovide.mapi-trust.org/instruments/burden-assessment-scale
371,https://database.cosmin.nl/catalog/instrument/371,,
372,https://database.cosmin.nl/catalog/instrument/372,,
373,https://database.cosmin.nl/catalog/instrument/373,432313,https://eprovide.mapi-trust.org/instruments/family-burden-interview-schedule
374,https://database.cosmin.nl/catalog/instrument/374,,
375,https://database.cosmin.nl/catalog/instrument/375,,
376,https://database.cosmin.nl/catalog/instrument/376,155420,https://eprovide.mapi-trust.org/instruments/involvement-evaluation-questionnaire
377,https://database.cosmin.nl/catalog/instrument/377,,
378,https://database.cosmin.nl/catalog/instrument/378,25293,https://eprovide.mapi-trust.org/instruments/social-behaviour-schedule
379,https://database.cosmin.nl/catalog/instrument/379,25542,https://eprovide.mapi-trust.org/instruments/zarit-burden-interview
380,https://database.cosmin.nl/catalog/instrument/380,,
382,https://database.cosmin.nl/catalog/instrument/382,52225,https://eprovide.mapi-trust.org/instruments/canadian-occupational-performance-measure
384,https://database.cosmin.nl/catalog/instrument/384,,
385,https://database.cosmin.nl/catalog/instrument/385,428924,https://eprovide.mapi-trust.org/instruments/children-s-assessment-of-participation-and-enjoyment
386,https://database.cosmin.nl/catalog/instrument/386,391463,https://eprovide.mapi-trust.org/instruments/goal-attainment-scale
387,https://database.cosmin.nl/catalog/instrument/387,,
388,https://database.cosmin.nl/catalog/instrument/388,347410,https://eprovide.mapi-trust.org/instruments/jebsen-taylor-test-of-hand-function
390,https://database.cosmin.nl/catalog/instrument/390,,
391,https://database.cosmin.nl/catalog/instrument/391,25676,https://eprovide.mapi-trust.org/instruments/pediatric-evaluation-of-disability-inventory
392,https://database.cosmin.nl/catalog/instrument/392,25787,https://eprovide.mapi-trust.org/instruments/pediatric-quality-of-life-inventory-3.0-cerebral-palsy-module
394,https://database.cosmin.nl/catalog/instrument/394,,
395,https://database.cosmin.nl/catalog/instrument/395,,
396,https://database.cosmin.nl/catalog/instrument/396,325107,https://eprovide.mapi-trust.org/instruments/abilhand-kids
397,https://database.cosmin.nl/catalog/instrument/397,60113,https://eprovide.mapi-trust.org/instruments/pediatric-outcomes-data-collection-instrument-parent
398,https://database.cosmin.nl/catalog/instrument/398,25692,https://eprovide.mapi-trust.org/instruments/eortc-quality-of-life-questionnaire-ovarian-cancer-module
399,https://database.cosmin.nl/catalog/instrument/399,25701,https://eprovide.mapi-trust.org/instruments/eortc-quality-of-life-questionnaire-cervical-cancer-module
400,https://database.cosmin.nl/catalog/instrument/400,,
402,https://database.cosmin.nl/catalog/instrument/402,145560,https://eprovide.mapi-trust.org/instruments/functional-assessment-of-cancer-therapy-vulva-cancer
403,https://database.cosmin.nl/catalog/instrument/403,,
404,https://database.cosmin.nl/catalog/instrument/404,25185,https://eprovide.mapi-trust.org/instruments/md-anderson-symptom-inventory
405,https://database.cosmin.nl/catalog/instrument/405,,
406,https://database.cosmin.nl/catalog/instrument/406,25256,https://eprovide.mapi-trust.org/instruments/eortc-quality-of-life-questionnaire-core-questionnaire
407,https://database.cosmin.nl/catalog/instrument/407,,
409,https://database.cosmin.nl/catalog/instrument/409,,
412,https://database.cosmin.nl/catalog/instrument/412,330853,https://eprovide.mapi-trust.org/instruments/knee-quality-of-life
413,https://database.cosmin.nl/catalog/instrument/413,,
414,https://database.cosmin.nl/catalog/instrument/414,,
415,https://database.cosmin.nl/catalog/instrument/415,97457,https://eprovide.mapi-trust.org/instruments/international-knee-documentation-committee-subjective-knee-evaluation-form
416,https://database.cosmin.nl/catalog/instrument/416,429156,https://eprovide.mapi-trust.org/instruments/knee-injury-and-osteoarthritis-outcome-score-child-version
417,https://database.cosmin.nl/catalog/instrument/417,334600,https://eprovide.mapi-trust.org/instruments/lysholm-knee-score
418,https://database.cosmin.nl/catalog/instrument/418,,
419,https://database.cosmin.nl/catalog/instrument/419,399395,https://eprovide.mapi-trust.org/instruments/western-ontario-and-mcmaster-universities-arthritis-index-reduced-version
420,https://database.cosmin.nl/catalog/instrument/420,338496,https://eprovide.mapi-trust.org/instruments/western-ontario-meniscal-evaluation-tool
421,https://database.cosmin.nl/catalog/instrument/421,,
422,https://database.cosmin.nl/catalog/instrument/422,25198,https://eprovide.mapi-trust.org/instruments/michigan-neuropathy-screening-instrument
423,https://database.cosmin.nl/catalog/instrument/423,404012,https://eprovide.mapi-trust.org/instruments/total-neuropathy-score
424,https://database.cosmin.nl/catalog/instrument/424,221377,https://eprovide.mapi-trust.org/instruments/toronto-clinical-neuropathy-score
425,https://database.cosmin.nl/catalog/instrument/425,419283,https://eprovide.mapi-trust.org/instruments/neuropathy-and-foot-ulcer-specific-quality-of-life
426,https://database.cosmin.nl/catalog/instrument/426,404012,https://eprovide.mapi-trust.org/instruments/total-neuropathy-score
427,https://database.cosmin.nl/catalog/instrument/427,25562,https://eprovide.mapi-trust.org/instruments/norfolk-quality-of-life-questionnaire-diabetic-neuropathy
428,https://database.cosmin.nl/catalog/instrument/428,387821,https://eprovide.mapi-trust.org/instruments/subjective-peripheral-neuropathy-screen-questionnaire
429,https://database.cosmin.nl/catalog/instrument/429,,
430,https://database.cosmin.nl/catalog/instrument/430,,
431,https://database.cosmin.nl/catalog/instrument/431,403103,https://eprovide.mapi-trust.org/instruments/scale-for-chemotherapy-induced-long-term-neurotoxicity
432,https://database.cosmin.nl/catalog/instrument/432,54987,https://eprovide.mapi-trust.org/instruments/functional-assessment-of-cancer-therapy-taxane
433,https://database.cosmin.nl/catalog/instrument/433,205105,https://eprovide.mapi-trust.org/instruments/functional-assessment-of-cancer-therapy-gynecologic-oncology-group-neurotoxicity
434,https://database.cosmin.nl/catalog/instrument/434,,
435,https://database.cosmin.nl/catalog/instrument/435,90524,https://eprovide.mapi-trust.org/instruments/eortc-quality-of-life-chemotherapy-induced-peripheral-neuropathy
436,https://database.cosmin.nl/catalog/instrument/436,,
437,https://database.cosmin.nl/catalog/instrument/437,387521,https://eprovide.mapi-trust.org/instruments/patient-neurotoxicity-questionnaire
438,https://database.cosmin.nl/catalog/instrument/438,412806,https://eprovide.mapi-trust.org/instruments/chemotherapy-induced-peripheral-neuropathy-assessment-tool
440,https://database.cosmin.nl/catalog/instrument/440,25752,https://eprovide.mapi-trust.org/instruments/skindex-teen
441,https://database.cosmin.nl/catalog/instrument/441,25127,https://eprovide.mapi-trust.org/instruments/hospital-anxiety-and-depression-scale
442,https://database.cosmin.nl/catalog/instrument/442,,
443,https://database.cosmin.nl/catalog/instrument/443,,
444,https://database.cosmin.nl/catalog/instrument/444,50494,https://eprovide.mapi-trust.org/instruments/clinician-administered-ptsd-scale
446,https://database.cosmin.nl/catalog/instrument/446,,
